County,Facility Name,Facility Address,City,Is the pool indoor or outdoor,Pool Size_sf,Pool Volume_gal
MARIETTA CITY,Ewing School,"1701 Colegate Dr., 45750",Marietta,INDOOR,1469,54668
CUYAHOGA,Macintosh Farms Pool 2,"1000 Orchard Ln, 44147",Broadview Hts,OUTDOOR,1820,54600
LORAIN,Kendal At Oberlin,"600 Kendal Drive, 44074",Oberlin,INDOOR,1492,54600
CUYAHOGA,Harbour Light Phase 2-Pool,"11830 Harbour Light, 44133",N. Royalton,OUTDOOR,1275,54500
HANCOCK,Birchaven Retirement Village,"15100 Birchaven Ln, 45840",Findlay,INDOOR,1800,54500
CUYAHOGA,Richmond Park Apts- Pool,"444 Richmond Park E, 44143",Richmond Hts,INDOOR,1560,54340
COLUMBUS CITY,University Village,"657 Stinchcomb Dr., 43202",Columbus,OUTDOOR,1740,54304
COLUMBUS CITY,Woodbrook Village Condos,"1170 Woodbrook Ln, 43223",Columbus,OUTDOOR,1950,54300
CLINTON ,Beechwood Acres Camping,"855 Yankee Rd, 45177",Wilmington,OUTDOOR,1808,54250
COLUMBUS CITY,Albany Woods Apts,"5775 Harlem Rd, 43054",New Albany,OUTDOOR,1450,54230
LAKE,Willoughby Hills Towers,"27400 Chardon Rd #100, 44094",Willoughby Hills,OUTDOOR,1840,54192
ASHTABULA,Hampton Inn,"2900 GH Drive, 44010",Austinburg,INDOOR,1800,54000
ASHTABULA,Rome Rock Assoc. Star-Adult,1845 Morning Star,Roaming Shores,OUTDOOR,1800,54000
ASHTABULA CITY,Carriage Hill Apts,"1011 Carriage Hill Drive, 44004",Ashtabula,OUTDOOR,1250,54000
BUTLER,The Woods of West Chester,4675 Summit Woods Dr.,Hamilton,OUTDOOR,1807,54000
BUTLER,Princeton Crossing LLC,9044 Canal Way,West Chester,OUTDOOR,1800,54000
CINCINNATI CITY,Central Parkway YMCA,"1105 Elm St., 45202",Cincinnati,INDOOR,1800,54000
CINCINNATI CITY,The Seven Hills School,5400 Red Bank Rd,Cincinnati,OUTDOOR,1800,54000
CLARK,Ashton Meadows,"3950 Cabot Dr, 45503",Springfield,OUTDOOR,1800,54000
CLARK,Hill Apts,"1540 Faux Salin Dr, 45504",Springfield,OUTDOOR,1800,54000
CLERMONT,Long Acres Apt.,"4500 Long Acres Dr., 45245",Cincinnati,OUTDOOR,1800,54000
CLERMONT,Belle meade,"595 Belle Meade Farm Dr., 45140",Loveland,OUTDOOR,1800,54000
CLERMONT,Torrey Pines,"995 Juniper Dr, 45150",Millford,OUTDOOR,1800,54000
CLERMONT,Woodcreek HOA,962 Woodcreek Dr. 45150,West Chester,OUTDOOR,1800,54000
COLUMBUS CITY,Hardesty Village,"2370 Hardesty Court, 43204",Columbus,OUTDOOR,1800,54000
COLUMBUS CITY,Cooper Meadows,"6585 Cooper Meadows Rd, 43081",Westerville,OUTDOOR,1800,54000
COLUMBUS CITY,Park Club,"7800 Deer Creek Dr., 43081",Westerville,OUTDOOR,1800,54000
COLUMBUS CITY,Green Hill Village,"5597 Sierra Dr., 43231",Columbus,OUTDOOR,1550,54000
COLUMBUS CITY,Aston Villa,"2773 Citizens Pl, 43227",Columbus,OUTDOOR,1300,54000
COLUMBUS CITY,Worthington Meadows,"699 Wellingshire Blvd, 43085",Worthington,OUTDOOR,750,54000
CUYAHOGA,Aberdeen HOA - Pool,"Aberdeen Blvd, 44143",Highland Hts.,OUTDOOR,1890,54000
CUYAHOGA,Marine Towers East Condo,"12520 Edgewater Dr., 44107",Lakewood,OUTDOOR,1800,54000
CUYAHOGA,Highland Wood Apts Outdoor,"4748 Country Lane, 44128",Warrensville,OUTDOOR,1800,54000
CUYAHOGA,Villages of Lakeside-Pool,"7321 Lakeside Village, 44138",Olmsted Twp.,OUTDOOR,1180,54000
ERIE,Mariner's Club,"615 Mariner Village, 44839",Huron,OUTDOOR,1890,54000
ERIE,Battery Park Marina,"701 East Water St, 44870",Sandusky,OUTDOOR,1800,54000
ERIE,Sonrise Marina,"1535 First St., 44870",Sandusky,OUTDOOR,1800,54000
GEAUGA,Hemlock Swim Assoc.,8192 Cloveridge Rd,Russell,OUTDOOR,1250,54000
HAMILTON,Woodmere Aps.,"9333 Round Top Rd, 45251",Cincinnati,OUTDOOR,1800,54000
HAMILTON CITY,Hamilton Central YMCA,"105 N. Second St., 45011",Hamilton,INDOOR,1200,54000
LORAIN,Adriatic Swim Club Lap Pool,"4850 Oberlin Ave, 44053",Lorain,OUTDOOR,1800,54000
LUCAS,Georgetown Village,"3045 Ilger Ave, 43606",Toledo,OUTDOOR,1800,54000
MARIETTA CITY,Betsey Mills Club,"300 Fourth St., 45750",Marietta,INDOOR,1200,54000
MEDINA,Forest Meadows Apts,"699 E. Regan Pkwy, 44256",Medina,OUTDOOR,1800,54000
MONTGOMERY,Revere Village,"865 Revere Village Ct, 45458",Centerville,OUTDOOR,1800,54000
MONTGOMERY,Revere Village,"865 Revere Village Court, 45458",Centerville,OUTDOOR,1800,54000
MONTGOMERY,Washington Colony,"Washington Colony Dr, 45459",Centerville,OUTDOOR,1800,54000
MONTGOMERY,Washington Colony,"Washington Colony Dr., 45459",Centerville,OUTDOOR,1800,54000
MONTGOMERY,Villager Apts. Phase IV Pool,"6300 Fireside Dr, 45459",Dayton,OUTDOOR,1800,54000
MONTGOMERY,Villa South Gardens,"1645 Villa South Dr., 45449",West Carrollton,OUTDOOR,1800,54000
MONTGOMERY,Villa South Gardens,"1645 Villa South Dr, 45449",West Carrollton,OUTDOOR,1800,54000
SENECA,Westgate Village,461 W. Lytle St,Fostoria,OUTDOOR,1200,54000
STARK,Holiday Inn,"4520 Everhard Rd, 44718",Canton,INDOOR,1250,54000
WARREN,Estates of Hawthorne Manor,"360 Huntington Dr, 45039",Maineville,OUTDOOR,1800,54000
WARREN,Montgomery Hills Recreation,"8830 Dover Dr., 45039",Maineville,OUTDOOR,1800,54000
WARREN,Wedgewood Swim Club,"1164 Hastings Ct., 45152",Morrow,OUTDOOR,1800,54000
WARREN,Landen Shores Assoc. - Pool,"3350 Windsong Way, 45039",Maineville,OUTDOOR,1500,54000
WILLIAMS,Lazy River,"12-808 St. Rt. 20, 43554",Pioneer,OUTDOOR,1800,54000
CUYAHOGA,Loganberry Ridge Apts Pool,"26680 Loganberry Drive, 44143",Richmond Hts,OUTDOOR,1800,53856
MUSKINGUM,Muskingum University,260 Stadium Dr,New Concord,INDOOR,1200,53856
WARREN,Chestnut Hill Community Pool,"4935 Chestnut Hill Dr, 45040",Mason,OUTDOOR,1800,53856
CUYAHOGA,Hunters Manor Apts-Pool,"7019 E. Whitedove, 44130",Middleburg Hts,OUTDOOR,1800,53850
CINCINNATI CITY,Mt. Adams Pool,"966 Mt. Adams Cir, 45202",Cincinnati,OUTDOOR,3400,53830
GREENE,Mill Pond Apts.,3070 Mill Pond Dr,Bellbrook,OUTDOOR,1800,53760
WARREN,Montclaire Pool,"9907 Montclaire Dr., 45040",Mason,OUTDOOR,1800,53760
COLUMBUS CITY,Hendereed Village,"1878 Willoway Cir. South, 43220",Columbus,OUTDOOR,1250,53757
WARREN,Villages on Heritage Green - Pool,"9475 Old Village Dr., 45140",Loveland,OUTDOOR,1883,53670
COLUMBUS CITY,Chatham Village,"996 Chatham Ln, 43221",Columbus,OUTDOOR,1300,53625
CUYAHOGA,Harbour Light Phase 1 -Pool,"11830 Harbour Light, 44133",N. Royalton,OUTDOOR,1650,53543
CUYAHOGA,Holiday Inn Pool,"780 Beta Dr, 44143",Mayfield Village,INDOOR,1250,53482
MEDINA,Mesa Grande Property Owners,"1739 El Dorado Blvd, 44212",Brunswick,OUTDOOR,1250,53453
MEDINA,Stratford Crossing,"600 Grant Allen Way, 44281",Wadsworth,OUTDOOR,1770,53350
LORAIN,Carmel At Stonebridge,"38745 Renwood Blvd, 44011",Avon,OUTDOOR,1900,53295
LUCAS,Lourdes Commons,6557 Brint Rd,Sylvania,OUTDOOR,1600,53280
ERIE,Baymont Inn & Suites,"1711 Cleveland Rd, 44870",Sandusky,OUTDOOR,1300,53250
WARREN,Cherry Brook - Pool,"3673 Wild Cherry Way, 45040",Mason,OUTDOOR,1800,53192
WARREN,Kings Island Resort & Conference,5691 Kings Island Dr.,Mason,OUTDOOR,1223,53145
BUTLER,The Trails of Four Bridges,8255 Windsor Trails,Middletown,OUTDOOR,1800,53129
WARREN,Carmelle- Pool,"4545 Riverbrook Way, 45040",Mason,OUTDOOR,1800,53129
WARREN,Rosemont Homeowners Assoc.,"6508 Rosemont Lane, 45040",Mason,OUTDOOR,1800,53129
COLUMBUS CITY,Woodlake Village Apts,"3535 Huntingbrook Dr., 43231",Columbus,OUTDOOR,1340,53100
CUYAHOGA,Evergreen Farms Apts,"8600 Evergreen Tr, 44138",Olmsted Twp,OUTDOOR,1800,53040
CUYAHOGA,The Carlyle Condo - Outdoor,"12900 Lake Ave., 44107",Lakewood,OUTDOOR,1650,53038
WARREN,Parkside Homwowners Assoc.,"4105 Royal Park Dr., 45040",Mason,OUTDOOR,1992,53010
ATHENS,OU Inn,"331 Richland Ave, 45701",Athens,OUTDOOR,15000,53000
CLERMONT,Paxton Lake,"6402 Waverly Hill Ln, 45140",Loveland,OUTDOOR,1800,53000
CLERMONT,Paxton Lake,"6402 Waverly Hill Ln, 45140",Loveland,OUTDOOR,1800,53000
COLUMBUS CITY,Edwards Communities Management,105 Radio City Blvd,Columbus,OUTDOOR,190000,53000
COLUMBUS CITY,Central Park,"105 Radio City Blvd, 43235",Columbus,OUTDOOR,1900,53000
FRANKLIN,Eden at Caleb's Crossing,2080 S Birchview Dr,Reynoldsburg,OUTDOOR,1800,53000
FRANKLIN,Eden at Caleb's Crossing Pool,"2080 Birchview Dr. S, 43068",Reynoldsburg,OUTDOOR,1800,53000
GREENE,Stonehill Village Community #1,"1300 Shorthill Dr, 45385",Xenia,OUTDOOR,1608,53000
HAMILTON,Village of Elmwood Place,"6118 Vine St., 45216",Cincinnati,OUTDOOR,1326,53000
LAKE,Quail Hollow (O),"11080 Concord Hambden Rd, 44077",Painesville,OUTDOOR,1900,53000
MEDINA,Green Valley Pool,"250 Ledge Rd, 44210",Granger Twp,OUTDOOR,1250,53000
WILLIAMS,Orchard Hills,10-277 Cty Rd D,Bryan,OUTDOOR,1250,53000
MUSKINGUM,Muskingum Recreation Center Activity Pool,"1425 Newark Rd, 43701",Zanesville,INDOOR,2040,52989
CUYAHOGA,LA Fitness & Pro Results,"25145 Cedar Rd, 44124",Lyndhurst,INDOOR,1880,52875
CUYAHOGA,Hampton Club Apts,"13000 Hampton Club, 44224",N Royalton,OUTDOOR,1957,52839
CINCINNATI CITY,Columbia Tower Condo Assoc.,"1815 William Howard Taft Rd, 45206",Cincinnati,OUTDOOR,1638,52825
BUTLER,Vista Verde,4878 Willow Springs Drive,Liberty,OUTDOOR,1760,52800
WOOD,Three Meadows,"300 Three Meadows Ct., 43551",Perrysburg,OUTDOOR,1800,52800
HAMILTON,Kenwood Greene Condo Owners,"7752 Montgomery Rd, 45236",Cincinnati,OUTDOOR,1448,52725
CUYAHOGA,Northpointe Apts Pool,"26151 Lakeshore Bl, 44132",Euclid,INDOOR,1440,52500
GREENE,University Woods Pool,"2040 Chapel Dr., 45324",Fairborn,OUTDOOR,1750,52500
BUTLER,Cherokee Estates,5473 Yamassee Dr,Hamilton,OUTDOOR,1650,52453
COLUMBUS CITY,The Quinn,"1341 Norton Ave, 43212",Columbus,OUTDOOR,1762,52420
WARREN,Meadows at Mason,"7698 Deer Crossing Dr, 45040",Mason,OUTDOOR,1750,52400
COLUMBUS CITY,Barclay Square Apts.,"2977 Barclay Sq, 43209",Columbus,OUTDOOR,1250,52360
ASHTABULA,Jeffco Lakes Campground (Additional),6758 Hayes Rd,Andover,OUTDOOR,1980,52250
COLUMBUS CITY,Olentangy Condo Assn,"625 Providence Ave, 43214",Columbus,OUTDOOR,1748,52200
COLUMBUS CITY,Blendon Park Condo,"5401 N. Hamilton Rd, 43230",Columbus,OUTDOOR,1740,52200
WARREN,White Blossom Main Pool,"7702 Lilac Vista, 45040",Mason,OUTDOOR,1800,52200
Ashland,River Run Family Campground,"3070 Co. Rd. 3175, 44842",Loudonville,OUTDOOR,1800,52150
CUYAHOGA,Bedford Green Apts Pool,"634-A Turney Rd, 44146",Bedford,OUTDOOR,1250,52139
LUCAS,New England Lane,"4855 New England Lane, 43560",Sylvania,OUTDOOR,1320,52100
ASHTABULA,The Lodge & Conference Ctr. Indoor Pool,4888 State Rt 534,Geneva,INDOOR,1800,52000
ASHTABULA,The Lodge & Conference Ctr. Outdoor Pool,"4888 State, 44041",Geneva,OUTDOOR,1800,52000
CLARK,Pleasant Valley Estates,"2125 S. Tecumseh Rd, 45502",Springfield,OUTDOOR,1311,52000
CLARK,Pleasant Valley Estates,2125 S. Tecumseh Rd,Springfield,OUTDOOR,1311,52000
CLERMONT,Heritage Ridge,"1126 Glen Echo Ln, 45150",Milford,OUTDOOR,1696,52000
CLEVELAND CITY,Lakeside Yacht Club,4851 N. Marginal Rd,Cleveland,OUTDOOR,1500,52000
COLUMBUS CITY,Hayden Crossing Master Assoc,"5314 Spring River Ave, 43016",Dublin,OUTDOOR,1999,52000
COLUMBUS CITY,Greene Countrie Apts,"480 Candlestick Ct., 43119",Galloway,OUTDOOR,1250,52000
LORAIN,TimberRidge Campground,"51900 Portman Rd, 44001",Amherst,INDOOR,1375,52000
MARION,River Valley Estates Pool,"2066 Victory Rd, 43302",Marion,OUTDOOR,1920,52000
VAN WERT,Huggy Bear Campground North Pool,"9065 Ringwald Rd, 45863",Middle Point,OUTDOOR,1936,52000
VAN WERT,Huggy Bear Campground South Pool,"9065 Ringwald Rd, 45863",Middle Point,OUTDOOR,1932,52000
COLUMBUS CITY,Gentry Landing,"2850 Petzinger Rd, 43209",Columbus,OUTDOOR,1260,51940
WARREN,Nantucket Pool,"3569 Nantucket Dr., 45140",Loveland,OUTDOOR,1731,51930
CUYAHOGA,Fawn Lake Apts Pool,"9640 Fernwood Dr, 44138",Olmsted Falls,OUTDOOR,1150,51750
WARREN,Greenleaf Village Amenities Inc,"10 Greenleaf Village Dr., 45066",Springboro,OUTDOOR,1900,51700
CLEVELAND CITY,Earl B. Turner Recreation Ctr.,11300 Miles Ave,Cleveland,INDOOR,1200,51600
WARREN,Riverwalk Homeowners,"4965 Riverwalk Dr, 45034",Kings Mills,OUTDOOR,1920,51600
CUYAHOGA,Liberty Hill Apts Pool,"32450 Cromwell Dr, 44139",Solon,OUTDOOR,1375,51500
PAULDING,Woodbridge Campground,"8656 Rd 137, 45879",Paulding,OUTDOOR,1250,51432
LAKE,Trenton Place Apts,"34188 Euclid Ave, 44094",Willoughby,OUTDOOR,1250,51425
LAKE,Ritchie Gym Pool,"391 West Washington St, 44077",Painesville,INDOOR,1200,51400
WARREN,Miami Bluffs #1,"6653 Trail Crossing, 45039",Maineville,OUTDOOR,1716,51400
STARK,Cutty's Sunset Park & Recreation,8050 Edison St. NE 44641,Louisville,OUTDOOR,1963,51391
CUYAHOGA,Midpark Village Apts Pool,"14890 Bagley Rd, 44130",Middleburg Hts,OUTDOOR,1520,51300
MARIETTA CITY,Baymont Inn Pool,"701 Pike Street, 45750",St. Marietta,OUTDOOR,1250,51300
STARK,Woodlawn Village Pool,"2601 Woodlawn NW, 44708",Canton,OUTDOOR,1990,51286
GREENE,Five Seasons Sports - Indoor Pool,"4242 Clyo Road, 45440",Dayton,INDOOR,1800,51165
WARREN,Arbors of Montgomery,"9991 Arbor Montgomery Ln, 45249",Cincinnati,OUTDOOR,1966,51082
CINCINNATI CITY,Lisa Ridge Apts.,"2496 Queen City Ave, 45238",Cincinnati,OUTDOOR,1300,51000
CLERMONT,Terrace Ridge,"740 Miami View, 45150",Milford,OUTDOOR,1650,51000
CUYAHOGA,Islander Apts - Outdr/Phase 1,"7641 Normandie Blvd, 44130",Middleburg Hts,OUTDOOR,1375,51000
CUYAHOGA,Bramblewood/Svhl Rec- Pool,"6710 Park Gate Oval, 44131",Seven Hills,OUTDOOR,1250,51000
CUYAHOGA,Timberidge Apts-Pool,"28331 Center Ridge Rd, 44145",Westlake,OUTDOOR,1250,51000
ERIE,Lakefield Manor Condo,"4901 Waterberry Dr., 44839",Huron,OUTDOOR,1700,51000
HURON,Hunters Glenn Codo Assoc.,"29 Falcon Crest Dr., 44857",Norwalk,OUTDOOR,1700,51000
KENT CITY,The Province Pool,"609 S. Lincoln St., 44240",Kent,OUTDOOR,1705,51000
LORAIN,High Point in the Park,"2425 W. River Rd, 44035",N Elyria,OUTDOOR,1856,51000
CLERMONT,Village of Woodcreek,"5989 Meadowcreek Dr, 45150",Millford,OUTDOOR,1800,50880
COLUMBUS CITY,Bayberry Place Townhomes,"2300 Deewood Dr., 43229",Columbus,OUTDOOR,1640,50863
WARREN,Underwater World Inc.,"8837 Columbia Rd, 45039",Maineville,INDOOR,1248,50830
BUTLER,Gatehouse Pool Carriage Hill,5116 Carriage House Blvd,Liberty,OUTDOOR,1993,50740
LUCAS,Woodside Terrace,"7717 Angola Rd, 43528",Holland,OUTDOOR,1800,50720
CUYAHOGA,Butternut Ridge Pool,"5800 Great Northern, 44070",N. Olmsted,OUTDOOR,1741,50663
LUCAS,Aqua Hut,"2543 N. Reynolds Rd, 43615",Toledo,INDOOR,100,50625
SANDUSKY,"Eden Springs Health Care Center, LLC","401 N. Broadway St.,44836",Green,INDOOR,1200,50604
PORTAGE,Aurora Shores Homeowners,"861 Collica Dr, 44202",Aurora,OUTDOOR,2000,50600
CUYAHOGA,Prokop Velky Fresh Air Camp,"7272 Austin Powder, 44139",Glenwillow,OUTDOOR,1081,50588
GALLIA,Gallipolis Dev. Ctr,"2500 Ohio Ave, 45631",Gallipolis,OUTDOOR,1500,50500
GALLIA,Gallipolis Developmental Center,"2500 Ohio Ave, 45631",Gallipolis,OUTDOOR,1500,50500
LORAIN,Smuggler's Cove Pool,"33803 Electric Blvd, 44012",Avon Lake,OUTDOOR,1120,50355
FAIRFIELD,River Valley Apts,"1237 Watermark Dr., 43130",Lancaster,OUTDOOR,1760,50150
COLUMBUS CITY,Ravine Condos Pool,"3279 Valley Ln, 43231",Columbus,OUTDOOR,1581,50145
GEAUGA,Camp Plast #2,"17030 Shedd Rd, 44062",Middlefield,OUTDOOR,1900,50085
Allen,Richelieu Apts,"1475 Edgewood Dr., 45805",Lima,INDOOR,1050,50000
ASHTABULA,Parkgate Motel,"5144 Lake Rd, 44041",Geneva-on-the-lake,OUTDOOR,665,50000
BELMONT,Belmont Hills Country Club,"47080 National Rd, 43950",St. Clairsville,OUTDOOR,3000,50000
CARROLL,Harrison Hills Assoc,"2241 Gem Rd, 44615",Carrollton,OUTDOOR,1800,50000
CARROLL,The Bluffs (Indoor Pool),"2650 Lodge Rd, 44675",Sherrodsville,INDOOR,1800,50000
CINCINNATI CITY,Leblond Pool,"2335 Riverside Dr., 45202",Cincinnati,OUTDOOR,3200,50000
CINCINNATI CITY,Millenium Hotel,"150 W. 5th St., 45202",Cincinnati,OUTDOOR,1300,50000
CLERMONT,Woodland Lakes Christian Camp,"3054 Lindale Mt. Holly Rd, 45102",Amelia,OUTDOOR,1800,50000
CLERMONT,Mitchell Farm,"6333 Vantaggio Cr., 45140",Loveland,OUTDOOR,1600,50000
COLUMBUS CITY,Premier @ Sawmill Athletic Club,"3111 Hayden Rd, 43235",Columbus,OUTDOOR,2300,50000
COLUMBUS CITY,Bel Air Court Apts,"5400 Beverly Hills Dr., 43213",Columbus,OUTDOOR,1959,50000
COLUMBUS CITY,Polaris Pointe,"8115 Worthington-Galena Rd, 43081",Westerville,OUTDOOR,1950,50000
COLUMBUS CITY,The Vanguard,"8115 Worthington Galena, 43081",Westerville,OUTDOOR,1950,50000
COLUMBUS CITY,Georgetown Apts.,"59 Fitzhenry Blvd, 43214",Columbus,OUTDOOR,1887,50000
COLUMBUS CITY,Fox & Hounds,"1075 Weybridge Rd, 43220",Columbus,OUTDOOR,1850,50000
COLUMBUS CITY,Countryside,"5051 Open Meadows Dr., 43228",Columbus,OUTDOOR,1800,50000
COLUMBUS CITY,Elly Bay,"6835 Caine Rd, 43235-4234",Columbus,OUTDOOR,1800,50000
COLUMBUS CITY,Hearthstone Condo Assn,"4670 Keswick Dr., 43220",Columbus,OUTDOOR,1800,50000
COLUMBUS CITY,Lakeside at the Sanctuary,"175 Dillmont Dr., 43085",Worthington,OUTDOOR,1800,50000
COLUMBUS CITY,Gardens at Polaris,"1500 Royal Gold Dr., 43240",Columbus,OUTDOOR,1641,50000
COLUMBUS CITY,Miranova Homeowners Assn,"One Miranova Pl, 43215-5027",Columbus,OUTDOOR,1500,50000
COLUMBUS CITY,Center Court Apts.,"4881 Kingshill Dr., 43229",Columbus,OUTDOOR,1460,50000
COLUMBUS CITY,Millington Condos Pool,"3140 Mill Run Dr., 43026",Hilliard,OUTDOOR,1400,50000
COLUMBUS CITY,Camden Place,4311 Camden Pl. Cir,Dublin,OUTDOOR,1290,50000
COLUMBUS CITY,East Worthington Village,"869 E. Dublin Granvile Rd, 43229",Columbus,OUTDOOR,1100,50000
COLUMBUS CITY,Heritage Apts,"1361 Presidential Dr., 43212",Columbus,OUTDOOR,1031,50000
COLUMBUS CITY,Dublin Park Apartments,"5211 Sawmill Rd, 43017",Dublin,OUTDOOR,900,50000
COLUMBUS CITY,Bent Tree,"7200 Chadwood Ln, 43235",Columbus,OUTDOOR,800,50000
COLUMBUS CITY,Thurber Gate,"684 W. Thurber Dr., 43215",Columbus,OUTDOOR,650,50000
CUYAHOGA,Glenbrook - Pool,"23202 Glenbrook Blvd, 44123",Euclid,OUTDOOR,2800,50000
CUYAHOGA,Kings Path Condo - Pool,"25735 Lorain Rd #111, 44070",N. Olmsted,OUTDOOR,1876,50000
CUYAHOGA,Dover Farms - Pool,"8290 Dover Farms Dr., 44133",N. Royalton,OUTDOOR,1500,50000
CUYAHOGA,Cedarwood Vil Swim & Racq-Pool,"1690 Cedarwood Dr, 44145",Westlake,OUTDOOR,1152,50000
ERIE,Sandusky Harbor Marina,"1 Huron St., 44870",Sandusky,OUTDOOR,2400,50000
ERIE,South Shore Inn Pool,"2047 Cleveland Rd, 44870",Sandusky,OUTDOOR,1350,50000
GREENE,Lofts at Willow Creek - Pool,2621 Hibiscus Way,Beavercreek,OUTDOOR,1615,50000
GREENE,Fairborn Hotel & Inn,"800 N. Broad St., 45324",Fairborn,OUTDOOR,1300,50000
HIGHLAND,Hickory Hills Lake Pool,"13821 Cynthiana Rd, 45133",Hillsboro,OUTDOOR,1458,50000
KENT CITY,Jordan Court Apts Pool,"1645 Franklin Ave, 44240",Kent,OUTDOOR,1730,50000
KENT CITY,College Towers,"1800 Rhodes Rd, 44240",Kent,INDOOR,1500,50000
KENT CITY,Lake Street Apts,"1002 Lake St., 44240",Kent,OUTDOOR,1500,50000
KENT CITY,Windchimes on Summit Condos,"1400 Loop Rd, 44240",Kent,OUTDOOR,1290,50000
LICKING,Trout Club,"2250 Horns Hill Rd, 43055",Newark,OUTDOOR,50,50000
MAHONING,Central Park West Apts,4661 New Hampshire Rd,Youngstown,OUTDOOR,1397,50000
MONTGOMERY,Steeplechase Apts.,"6790 River Downs Dr, 45459",Dayton,OUTDOOR,600,50000
NOBLE,Pine Lake Bible Camp,"17965 Hunkadora Rd, 43724",Caldwell,OUTDOOR,1800,50000
PAULDING,Bluewater Campground,"2791 Rd 173, 45849",Grover Hill,OUTDOOR,1800,50000
PORTAGE,Bertram Inn & Conference Center,600 North Aurora Rd,Aurora,OUTDOOR,4500,50000
SANDUSKY,Ridgeview Condos,"68 Rear Linda Dr, 43420",Fremont,OUTDOOR,4000,50000
SCIOTO,Tanglewood Pool,3763 Tick Ridge Rd,Wheelersburg,OUTDOOR,1250,50000
SHELBY,Western Buckeye Christian Service Camp,5455 Roeth,Houston,OUTDOOR,650,50000
STARK,Carriage Hill Apts.,"5228 Everhard Rd NW, 44718",Canton,INDOOR,1560,50000
TRUMBULL,Brookfield Estates,"505 Bedford Rd, 44403",Brookfield,OUTDOOR,1185,50000
CLARK,Colonial Arms,"1576 E High St, 45505",Springfield,OUTDOOR,1800,49852
WARREN,Wedgewood Park,"6693 Waverly Park, 45152",Morrow,OUTDOOR,1480,49700
SPRINGDALE CITY,Colony of Springdale,"1 Kenilworth Ct, 45246",Springdale,OUTDOOR,1377,49688
ASHTABULA,Indian Creek RV & Campground Resort,"4710 Lake Rd, 44041",Geneva,OUTDOOR,1536,49500
CINCINNATI CITY,Aspen Village Apts.,"2703 Erlene Dr., 45238",Cincinnati,OUTDOOR,1392,49500
CLEVELAND CITY,Double Tree Hotel - Pool,1111 Lakeside Ave.,Cleveland,INDOOR,1250,49500
CUYAHOGA,Harbor Crest Indoor Pool,"24451 Lakeshore Blvd, 44123",Euclid,INDOOR,1912,49500
CUYAHOGA,Hangar Mgmt Co Indoor Pool,"24400 Cedar Rd, 44122",Beachwood,INDOOR,1200,49500
WARREN,Falls at Landen,"7401 Landen Falls Dr., 45039",Maineville,OUTDOOR,1800,49500
WARREN,Heritage at Miami Bluffs Pool,"1477 Heritage Blvd, 45039",Maineville,OUTDOOR,1650,49500
CUYAHOGA,Homestead Creek Home Owners Assn.,"1309 Homestead Creek Dr, 44147",Broadview Hts,OUTDOOR,1458,49208
COLUMBUS CITY,The Pointe at Polaris,"8900 Lyra Drive, 43240",Columbus,OUTDOOR,1800,49200
LUCAS,Versailles in the Woods II,"5679 Monroe St, 43560",Sylvania,OUTDOOR,800,49200
WARREN,Water's Edge Pool,"4364 South Shore Dr., 45040",Mason,OUTDOOR,1470,49050
CINCINNATI CITY,The Village of Stetson Square Pool,"3010 Eden Ave, 45219",Cincinnati,OUTDOOR,1500,49020
CLERMONT,Crown Station,"72 Amelia Olive Branch, 45102",Amelia,OUTDOOR,1624,49000
COLUMBUS CITY,Brewers Yard Apts. LTD,"100 Frankfort Sq., 43206",Columbus,OUTDOOR,1548,49000
FRANKLIN,Brookstone Indoor Pool,1295 Cobblestone Ave,Westerville,INDOOR,1050,49000
WARREN,Twin Fountains Of Mason,"7402 Twin Fountains Blvd, 45040",Mason,OUTDOOR,1870,49000
HAMILTON,Deercross Apts/Pool,"9225 Deercross Pkwy, 45236",Cincinnati,OUTDOOR,1375,48975
COLUMBUS CITY,The Villas,"5803 Chateau Du Nord, 43229",Columbus,OUTDOOR,1632,48960
SANDUSKY,Fremont Yacht Club,"1900 Yacht Club Dr.,43420",Fremont,OUTDOOR,13000,48900
COLUMBUS CITY,The District at Tuttle,"4020 Cyber Ave, 43221",Columbus,OUTDOOR,1996,48800
BUTLER,Arbor Pointe Apts.,"100 Buckhead Dr., 45014",Fairfield,OUTDOOR,1624,48720
SPRINGDALE CITY,The Willows,"1235 Chesterdale Dr, 45246",Springdale,OUTDOOR,1624,48700
COLUMBUS CITY,Gramercy Apts.,"5935 Central College Rd, 43054",New Albany,OUTDOOR,1767,48600
FAIRFIELD,Lancaster Midtown,"1300 Community Way, 43130",Lancaster,OUTDOOR,1767,48600
FAIRFIELD,Lancaster Midtown,1312 Community Way,Lancaster,OUTDOOR,1767,48600
FRANKLIN,Grove City Summit Pool,"6026 Summit Way, 43123",Grove City,OUTDOOR,1767,48600
LORAIN,Pinebrook Tower Apts,"1243 Shaffer Dr, 44053",Lorain,OUTDOOR,1080,48600
PREBLE,Deer Run Camp Resort,"9315 Free Short Pike, 45311",Camden,OUTDOOR,1800,48600
WARREN,Mallard Crossing,"9980 Hanover Way, 45140",Loveland,OUTDOOR,1624,48590
LAKE,Cobblestone Court Community,"842 Cobblestone Circle, 44077",Painesville,OUTDOOR,1950,48500
COLUMBUS CITY,Paddock at Hayden Run,"5399 Silver Falls St., 43016",Dublin,OUTDOOR,1995,48300
